DATAFLOW,LAST UPDATE,freq,deg_urb,citizen,isced11,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,AT,2003,66.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,AT,2004,63.5,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,AT,2005,64.8,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,AT,2006,65.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,AT,2007,66.3,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,AT,2008,67.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,AT,2009,66.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,AT,2010,67.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,AT,2011,67.6,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,AT,2012,67.0,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,AT,2013,66.9,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,AT,2014,65.5,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,AT,2015,65.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,AT,2016,66.0,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,AT,2017,66.5,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,AT,2018,67.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,AT,2019,68.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,AT,2020,66.9,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,AT,2021,67.7,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,AT,2022,69.5,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BE,2003,57.0,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BE,2004,58.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BE,2005,58.9,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BE,2006,58.5,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BE,2007,59.9,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BE,2008,59.9,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BE,2009,59.0,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BE,2010,59.5,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BE,2011,59.0,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BE,2012,55.9,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BE,2013,55.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BE,2014,55.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BE,2015,56.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BE,2016,57.0,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BE,2017,57.7,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BE,2018,59.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BE,2019,59.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BE,2020,58.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BE,2021,59.0,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BE,2022,60.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BG,2006,64.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BG,2007,66.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BG,2008,68.6,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BG,2009,67.5,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BG,2010,64.8,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BG,2011,63.3,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BG,2012,64.1,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BG,2013,64.9,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BG,2014,66.6,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BG,2015,69.0,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BG,2016,69.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BG,2017,71.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BG,2018,72.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BG,2019,74.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BG,2020,72.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BG,2021,72.4,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,BG,2022,74.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CH,2010,75.9,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CH,2011,76.9,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CH,2012,76.1,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CH,2013,76.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CH,2014,76.6,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CH,2015,77.0,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CH,2016,78.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CH,2017,78.0,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CH,2018,78.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CH,2019,79.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CH,2020,78.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CH,2021,77.0,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CH,2022,77.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2003,68.5,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2004,68.6,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2005,68.1,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2006,69.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2007,71.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2008,71.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2009,69.6,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2010,69.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2011,68.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2012,66.2,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2013,63.0,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2014,63.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2015,63.9,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2016,63.9,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2017,66.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2018,70.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2019,71.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2020,70.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2021,71.7,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CY,2022,72.9,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2003,65.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2004,64.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2005,66.6,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2006,65.9,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2007,66.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2008,67.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2009,67.0,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2010,66.5,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2011,67.2,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2012,68.7,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2013,70.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2014,71.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2015,71.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2016,73.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2017,75.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2018,76.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2019,76.6,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2020,75.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2021,75.7,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,CZ,2022,76.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2003,63.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2004,62.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2005,63.3,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2006,65.3,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2007,67.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2008,68.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2009,68.6,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2010,69.4,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2011,70.9,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2012,70.6,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2013,70.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2014,71.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2015,71.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2016,72.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2017,72.9,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2018,73.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2019,74.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2020,73.2,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2021,73.2,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DE,2022,74.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2003,73.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2004,74.7,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2005,75.2,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2006,76.9,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2007,76.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2008,75.9,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2009,73.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2010,72.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2011,71.9,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2012,70.7,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2013,70.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2014,70.5,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2015,71.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2016,73.0,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2017,73.6,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2018,74.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2019,74.9,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2020,74.0,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2021,74.6,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,DK,2022,76.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2005,68.4,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2006,72.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2007,73.5,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2008,73.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2009,66.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2010,63.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2011,67.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2012,69.3,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2013,70.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2014,71.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2015,75.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2016,74.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2017,76.5,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2018,77.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2019,79.0,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2020,75.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2021,75.9,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EE,2022,77.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2003,56.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2004,58.7,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2005,58.8,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2006,59.8,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2007,60.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2008,60.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2009,60.2,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2010,58.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2011,54.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2012,50.8,b
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2013,48.1,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2014,48.4,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2015,49.3,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2016,50.7,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2017,52.2,
ESTAT:LFST_R_EREDNU(1.0),14/12/23 23:00:00,A,DEG1,TOTAL,TOTAL,Y15-64,T,PC,EL,2018,53.6,
