DATAFLOW,LAST UPDATE,freq,incgrp,building,deg_urb,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SE,2005,13.7,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SE,2006,15.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SE,2007,14.7,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SE,2008,13.9,b
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SE,2009,16.4,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SE,2010,16.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SE,2011,16.2,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SE,2012,16.9,b
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SE,2013,30.8,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SE,2014,36.1,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SE,2015,36.2,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SE,2016,35.7,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SE,2017,40.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SE,2018,40.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SE,2019,40.1,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SE,2020,41.2,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SE,2021,40.9,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SE,2022,40.7,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SI,2005,30.5,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SI,2006,31.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SI,2007,34.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SI,2008,35.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SI,2009,37.5,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SI,2010,37.4,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SI,2011,36.7,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SI,2012,37.4,b
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SI,2013,37.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SI,2014,36.4,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SI,2015,32.8,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SI,2016,32.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SI,2017,34.6,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SI,2018,35.1,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SI,2019,36.2,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SI,2020,36.1,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SI,2021,36.4,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SI,2022,36.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SK,2005,34.9,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SK,2006,34.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SK,2007,33.9,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SK,2008,33.8,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SK,2009,32.9,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SK,2010,32.4,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SK,2011,32.6,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SK,2012,31.5,b
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SK,2013,28.5,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SK,2014,35.1,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SK,2015,35.1,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SK,2016,35.9,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SK,2017,36.4,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SK,2018,36.5,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SK,2019,35.5,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SK,2020,34.7,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SK,2021,33.2,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG2,PC,SK,2022,31.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AL,2017,38.8,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AL,2018,38.2,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AL,2019,38.1,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AL,2020,36.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AL,2021,36.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AT,2003,56.6,u
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AT,2004,40.6,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AT,2005,40.8,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AT,2006,39.7,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AT,2007,39.5,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AT,2008,39.0,b
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AT,2009,38.7,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AT,2010,39.2,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AT,2011,37.9,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AT,2012,41.8,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AT,2013,40.7,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AT,2014,40.7,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AT,2015,40.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AT,2016,40.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AT,2017,39.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AT,2018,38.2,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AT,2019,38.5,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AT,2020,38.1,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AT,2021,38.8,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,AT,2022,38.4,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BE,2003,4.2,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BE,2004,4.5,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BE,2005,4.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BE,2006,4.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BE,2007,4.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BE,2008,4.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BE,2009,4.2,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BE,2010,4.1,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BE,2011,4.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BE,2012,18.0,b
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BE,2013,17.5,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BE,2014,18.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BE,2015,18.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BE,2016,17.9,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BE,2017,18.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BE,2018,18.4,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BE,2019,15.5,b
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BE,2020,15.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BE,2021,15.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BE,2022,15.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BG,2005,51.5,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BG,2006,51.5,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BG,2007,52.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BG,2008,54.1,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BG,2009,50.8,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BG,2010,49.6,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BG,2011,49.9,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BG,2012,34.6,b
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BG,2013,34.4,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BG,2014,34.2,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BG,2015,32.7,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BG,2016,33.0,b
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BG,2017,32.2,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BG,2018,31.9,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BG,2019,31.8,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BG,2020,31.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BG,2021,31.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,BG,2022,31.2,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CH,2007,15.4,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CH,2008,15.4,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CH,2009,14.9,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CH,2010,15.4,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CH,2011,14.5,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CH,2012,24.4,b
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CH,2013,24.5,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CH,2014,24.8,b
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CH,2015,23.9,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CH,2016,23.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CH,2017,18.6,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CH,2018,17.5,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CH,2019,17.5,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CH,2020,17.8,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CH,2021,17.6,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CH,2022,17.1,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CY,2005,30.4,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CY,2006,29.5,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CY,2007,29.9,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CY,2008,29.2,b
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CY,2009,29.8,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CY,2010,30.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CY,2011,29.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CY,2012,26.8,b
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CY,2013,26.4,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CY,2014,27.9,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CY,2015,28.6,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CY,2016,27.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CY,2017,18.1,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CY,2018,17.8,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CY,2019,18.2,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CY,2020,17.4,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CY,2021,17.9,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CY,2022,19.1,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CZ,2005,41.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CZ,2006,42.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CZ,2007,41.4,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CZ,2008,40.5,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CZ,2009,40.9,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CZ,2010,39.9,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CZ,2011,40.2,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CZ,2012,38.8,b
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CZ,2013,37.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CZ,2014,37.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CZ,2015,37.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CZ,2016,37.4,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CZ,2017,35.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CZ,2018,36.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CZ,2019,36.7,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CZ,2020,36.5,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CZ,2021,36.5,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,CZ,2022,37.1,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DE,2005,17.8,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DE,2006,16.9,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DE,2007,14.8,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DE,2008,14.9,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DE,2009,15.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DE,2010,15.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DE,2011,14.7,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DE,2012,25.2,b
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DE,2013,24.1,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DE,2014,23.2,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DE,2015,22.4,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DE,2016,23.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DE,2017,23.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DE,2018,23.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DE,2019,22.6,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DE,2020,19.6,b
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DE,2021,20.1,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DE,2022,20.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DK,2003,38.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DK,2004,37.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DK,2005,37.4,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DK,2006,36.6,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DK,2007,25.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DK,2008,25.5,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DK,2009,25.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DK,2010,24.7,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DK,2011,26.0,b
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DK,2012,45.3,b
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DK,2013,45.6,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DK,2014,45.2,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DK,2015,45.2,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DK,2016,33.2,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DK,2017,33.1,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DK,2018,33.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DK,2019,33.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DK,2020,32.8,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DK,2021,32.2,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,DK,2022,32.1,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,EE,2004,52.7,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,EE,2005,53.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,EE,2006,52.3,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,EE,2007,51.2,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,EE,2008,51.0,
ESTAT:ILC_LVHO01(1.0),15/12/23 23:00:00,A,TOTAL,TOTAL,DEG3,PC,EE,2009,50.5,
