DATAFLOW,LAST UPDATE,freq,unit,deg_urb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,AT,2003,12.5,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,AT,2004,26.1,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,AT,2005,22.8,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,AT,2006,21.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,AT,2007,19.9,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,AT,2008,20.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,AT,2009,21.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,AT,2010,17.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,AT,2011,22.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,AT,2012,21.0,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,AT,2013,20.4,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,AT,2014,21.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,AT,2015,21.4,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,AT,2016,25.9,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,AT,2017,23.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,AT,2018,21.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,AT,2019,20.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,AT,2020,16.6,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,AT,2021,24.3,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,AT,2022,22.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BE,2003,36.6,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BE,2004,31.0,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BE,2005,30.7,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BE,2006,34.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BE,2007,33.9,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BE,2008,26.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BE,2009,33.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BE,2010,37.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BE,2011,35.0,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BE,2012,47.0,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BE,2013,47.6,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BE,2014,48.0,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BE,2015,47.8,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BE,2016,34.2,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BE,2017,34.8,bu
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BE,2018,26.8,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BE,2019,24.6,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BE,2020,32.2,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BE,2021,34.1,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BE,2022,32.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BG,2006,29.7,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BG,2007,26.4,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BG,2008,,bu
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BG,2009,31.7,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BG,2010,47.0,bu
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BG,2011,52.2,bu
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BG,2012,45.3,bu
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BG,2013,56.3,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BG,2014,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BG,2015,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BG,2016,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BG,2017,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BG,2018,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BG,2019,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BG,2020,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BG,2021,,bu
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,BG,2022,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CH,2010,10.2,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CH,2011,9.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CH,2012,14.6,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CH,2013,13.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CH,2014,12.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CH,2015,13.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CH,2016,13.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CH,2017,11.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CH,2018,12.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CH,2019,15.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CH,2020,12.4,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CH,2021,14.2,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CH,2022,12.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CY,2003,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CY,2004,,bu
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CY,2005,29.8,bu
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CY,2006,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CY,2007,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CY,2008,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CY,2009,,bu
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CY,2010,31.8,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CY,2011,37.5,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CY,2012,51.7,bu
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CY,2013,56.3,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CY,2014,47.7,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CY,2015,47.8,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CY,2016,49.4,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CY,2017,46.6,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CY,2018,29.5,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CY,2019,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CY,2020,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CY,2021,26.9,bu
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CY,2022,29.0,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CZ,2003,69.9,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CZ,2004,56.8,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CZ,2005,54.1,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CZ,2006,48.5,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CZ,2007,38.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CZ,2008,35.9,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CZ,2009,38.4,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CZ,2010,43.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CZ,2011,41.1,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CZ,2012,48.6,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CZ,2013,51.7,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CZ,2014,37.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CZ,2015,37.1,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CZ,2016,22.6,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CZ,2017,22.8,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CZ,2018,10.2,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CZ,2019,16.9,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CZ,2020,19.2,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CZ,2021,22.0,bu
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,CZ,2022,19.5,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DE,2003,10.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DE,2004,12.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DE,2005,18.3,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DE,2006,18.1,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DE,2007,15.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DE,2008,14.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DE,2009,14.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DE,2010,13.7,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DE,2011,12.6,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DE,2012,13.9,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DE,2013,12.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DE,2014,13.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DE,2015,12.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DE,2016,10.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DE,2017,11.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DE,2018,10.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DE,2019,10.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DE,2020,12.4,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DE,2021,11.0,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DE,2022,11.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DK,2003,9.8,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DK,2004,,bu
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DK,2005,10.2,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DK,2006,10.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DK,2007,9.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DK,2008,14.8,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DK,2009,21.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DK,2010,22.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DK,2011,25.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DK,2012,24.3,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DK,2013,22.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DK,2014,22.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DK,2015,18.4,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DK,2016,18.9,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DK,2017,20.2,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DK,2018,17.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DK,2019,16.4,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DK,2020,17.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DK,2021,14.3,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,DK,2022,13.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EE,2005,42.0,bu
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EE,2006,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EE,2007,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EE,2008,26.1,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EE,2009,59.2,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EE,2010,63.5,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EE,2011,39.2,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EE,2012,,bu
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EE,2013,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EE,2014,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EE,2015,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EE,2016,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EE,2017,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EE,2018,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EE,2019,,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EE,2020,37.2,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EE,2021,33.9,bu
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EE,2022,32.1,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EL,2003,36.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EL,2004,39.1,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EL,2005,33.1,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EL,2006,36.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EL,2007,30.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EL,2008,29.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EL,2009,36.0,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EL,2010,41.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EL,2011,61.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EL,2012,68.5,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EL,2013,79.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EL,2014,71.9,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EL,2015,49.4,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EL,2016,53.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EL,2017,58.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EL,2018,45.7,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EL,2019,33.7,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EL,2020,27.5,u
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EL,2021,41.6,bu
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,EL,2022,41.9,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,ES,2003,37.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,ES,2004,36.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,ES,2005,31.6,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,ES,2006,32.8,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,ES,2007,30.4,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,ES,2008,40.9,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,ES,2009,55.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,ES,2010,64.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,ES,2011,66.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,ES,2012,73.6,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,ES,2013,75.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,ES,2014,69.0,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,ES,2015,67.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,ES,2016,60.2,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,ES,2017,56.4,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,ES,2018,51.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,ES,2019,45.8,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,ES,2020,56.3,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,ES,2021,60.5,bd
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,ES,2022,48.4,d
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,FI,2003,36.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,FI,2004,41.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,FI,2005,31.2,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,FI,2006,28.1,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,FI,2007,27.0,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,FI,2008,26.2,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,FI,2009,29.4,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,FI,2010,32.9,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,FI,2011,26.4,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,FI,2012,30.1,b
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,FI,2013,31.5,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,FI,2014,30.6,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,FI,2015,31.7,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,FI,2016,32.4,
ESTAT:LFST_R_URGAU(1.0),14/12/23 23:00:00,A,PC,DEG1,Y15-19,T,FI,2017,30.4,
